fault_type,recovery_type,recovery_status,mq2_value,motion_state
0,0,0,4095,0
0,0,0,1360,1
0,0,0,1171,1
0,0,0,1176,1
0,0,0,1177,1
0,0,0,1173,1
0,0,0,1157,1
5,4,1,1162,1
0,0,0,1153,1
2,1,2,1157,1
0,0,0,1158,0
0,0,0,1147,0
0,0,0,1143,0
0,0,0,1152,0
0,0,0,1152,0
2,1,2,1152,1
2,1,2,1153,1
0,0,0,1151,0
0,0,0,1161,0
0,0,0,1168,0
2,1,2,1207,1
0,0,0,1195,0
0,0,0,1207,0
0,0,0,1210,0
0,0,0,1211,0
4,2,1,1239,1
0,0,0,1232,0
2,1,2,1251,1
0,0,0,1243,0
0,0,0,1253,0
0,0,0,1249,0
0,0,0,1259,0
0,0,0,1262,0
2,1,2,1265,1
3,3,1,1279,1
0,0,0,1261,0
0,0,0,1275,1
0,0,0,1277,1
0,0,0,1282,1
0,0,0,1282,1
2,1,2,1293,1
3,3,1,1290,1
0,0,0,1287,0
0,0,0,1287,0
0,0,0,1279,0
0,0,0,1295,0
2,1,1,1283,0
0,0,0,1291,0
0,0,0,1232,0
0,0,0,1270,1
0,0,0,1277,0
0,0,0,1294,0
2,1,2,1264,1
0,0,0,1276,0
0,0,0,1265,0
2,1,2,1264,1
0,0,0,1258,1
2,1,2,1262,1
0,0,0,1264,0
0,0,0,1261,0
4,2,1,1261,0
0,0,0,1258,1
0,0,0,1258,1
2,1,2,1258,1
0,0,0,1261,0
0,0,0,1258,0
0,0,0,1250,0
0,0,0,1251,0
0,0,0,1255,0
2,1,2,1250,1
0,0,0,1249,0
5,4,1,1254,1
0,0,0,1251,0
0,0,0,1250,0
0,0,0,1243,1
0,0,0,1246,1
0,0,0,1247,1
0,0,0,1245,1
0,0,0,1250,1
5,4,1,1250,0
0,0,0,1253,1
0,0,0,1250,1
0,0,0,1247,1
0,0,0,1250,1
0,0,0,1249,1
5,4,1,1261,1
0,0,0,1256,1
2,1,2,1254,1
0,0,0,1245,0
0,0,0,1250,0
0,0,0,1249,1
0,0,0,1253,0
0,0,0,1242,1
0,0,0,1245,1
0,0,0,1242,1
0,0,0,1248,1
0,0,0,1244,1
0,0,0,1242,1
1,1,2,1243,0
0,0,0,1242,1
0,0,0,1245,1
2,1,2,1245,0
0,0,0,1253,0
0,0,0,1243,1
0,0,0,1246,1
0,0,0,1247,1
0,0,0,1247,1
0,0,0,1246,1
0,0,0,1249,1
0,0,0,1258,1
3,3,1,1244,0
0,0,0,1242,1
0,0,0,1247,1
0,0,0,1248,1
0,0,0,1249,1
0,0,0,1242,1
0,0,0,1250,1
2,1,1,1249,0
0,0,0,1246,1
2,1,1,1275,0
0,0,0,1244,0
0,0,0,1254,0
0,0,0,1255,0
0,0,0,1252,1
0,0,0,1263,0
2,1,2,1375,0
2,1,1,1256,0
0,0,0,1261,0
0,0,0,1253,0
0,0,0,1249,1
0,0,0,1251,1
0,0,0,1253,1
4,2,1,1258,0
0,0,0,1255,1
0,0,0,1256,1
0,0,0,1247,1
0,0,0,1254,1
0,0,0,1411,1
2,1,2,1258,1
0,0,0,1261,0
0,0,0,1257,0
0,0,0,1255,1
0,0,0,1257,1
0,0,0,1255,0
2,1,1,1234,1
0,0,0,1249,0
0,0,0,1237,1
0,0,0,1241,0
0,0,0,1239,0
0,0,0,1235,0
2,1,2,1234,1
1,1,2,1237,1
0,0,0,1236,0
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1232,1
1,1,2,1237,0
0,0,0,1232,1
0,0,0,1235,1
0,0,0,1242,1
1,1,2,1242,1
0,0,0,1238,1
2,1,2,1248,1
0,0,0,1244,0
0,0,0,1251,0
0,0,0,1251,0
0,0,0,1250,0
3,3,1,1254,1
0,0,0,1249,0
0,0,0,1249,1
0,0,0,1204,1
0,0,0,1219,1
0,0,0,1060,1
0,0,0,937,1
1,1,2,4095,1
0,0,0,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,0
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,1
2,1,2,4095,1
0,0,0,4095,0
1,1,2,4095,0
2,1,1,1403,0
5,4,1,1343,0
0,0,0,4095,0
0,0,0,1353,1
0,0,0,1355,1
0,0,0,1362,0
2,1,2,1345,1
0,0,0,1347,0
1,1,2,1339,1
0,0,0,1339,0
0,0,0,1338,0
2,1,2,1263,1
0,0,0,1326,0
0,0,0,1263,0
4,2,1,1259,1
0,0,0,1259,0
0,0,0,1259,0
2,1,2,1258,1
0,0,0,1259,0
0,0,0,1258,0
0,0,0,1259,0
4,2,1,1259,1
0,0,0,1265,1
2,1,2,1251,1
0,0,0,1249,0
0,0,0,1249,0
5,4,1,1243,0
0,0,0,1248,0
0,0,0,1246,1
2,1,2,1246,1
4,2,1,1247,1
0,0,0,1248,0
0,0,0,1245,0
0,0,0,1247,0
0,0,0,1246,0
2,1,2,1249,1
0,0,0,1245,0
0,0,0,1246,0
4,2,1,1243,1
0,0,0,1248,0
0,0,0,1264,0
2,1,2,1249,1
0,0,0,1244,0
0,0,0,1243,0
0,0,0,1245,0
0,0,0,1238,0
2,1,1,1238,0
5,4,1,1241,0
0,0,0,1247,0
0,0,0,1237,1
0,0,0,1252,1
0,0,0,1242,1
0,0,0,1244,1
0,0,0,1243,1
0,0,0,1239,1
0,0,0,1247,1
0,0,0,1243,1
0,0,0,1243,1
0,0,0,1246,1
5,4,1,1246,1
0,0,0,1241,1
2,1,2,1248,1
0,0,0,1241,0
0,0,0,1241,0
0,0,0,1251,0
0,0,0,1249,0
0,0,0,1245,0
2,1,2,1238,0
4,2,1,1243,1
0,0,0,1241,0
0,0,0,1239,1
0,0,0,1239,1
0,0,0,1232,1
2,1,2,1237,1
0,0,0,1239,0
3,3,1,1234,0
0,0,0,1232,1
0,0,0,1233,1
0,0,0,1241,0
2,1,2,1235,1
0,0,0,1235,0
0,0,0,1231,1
0,0,0,1233,1
0,0,0,1235,1
0,0,0,1237,1
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1237,1
5,4,1,1235,0
0,0,0,1236,1
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1234,1
0,0,0,1235,1
1,1,2,1248,0
0,0,0,1231,1
0,0,0,1238,1
0,0,0,1243,1
0,0,0,1239,1
0,0,0,1232,1
0,0,0,1238,1
0,0,0,1236,1
5,4,1,1232,0
0,0,0,1232,1
0,0,0,1235,1
0,0,0,1232,1
5,4,1,1234,0
0,0,0,1233,1
0,0,0,1233,1
0,0,0,1233,1
0,0,0,1242,1
0,0,0,1231,1
0,0,0,1232,1
2,1,2,1233,1
0,0,0,1243,0
0,0,0,1238,0
0,0,0,1235,0
0,0,0,1234,0
0,0,0,1236,0
0,0,0,1232,1
0,0,0,1233,1
0,0,0,1232,1
0,0,0,1232,1
0,0,0,1229,1
0,0,0,1233,1
0,0,0,1233,1
0,0,0,1233,1
0,0,0,1232,1
1,1,2,1232,0
0,0,0,1232,1
0,0,0,1233,1
0,0,0,1231,1
0,0,0,1253,1
0,0,0,1232,1
1,1,2,1234,0
0,0,0,1232,1
0,0,0,1231,1
0,0,0,1229,1
0,0,0,1235,1
0,0,0,1231,1
0,0,0,1232,1
4,2,1,1232,0
0,0,0,1228,1
0,0,0,1232,1
0,0,0,1229,1
0,0,0,1231,1
0,0,0,1228,1
0,0,0,1226,1
0,0,0,1222,1
0,0,0,1225,1
0,0,0,1222,1
0,0,0,1219,1
0,0,0,1221,1
0,0,0,1216,1
0,0,0,1222,1
0,0,0,1222,1
0,0,0,1219,1
0,0,0,1216,1
4,2,1,1226,0
0,0,0,1218,1
0,0,0,1221,1
0,0,0,1219,1
0,0,0,1224,1
0,0,0,1222,1
0,0,0,1221,1
1,1,2,1218,0
0,0,0,1218,1
0,0,0,1212,1
0,0,0,1220,1
0,0,0,1221,1
4,2,1,1216,0
0,0,0,1216,1
0,0,0,1218,1
0,0,0,1216,1
0,0,0,1221,1
0,0,0,1222,1
0,0,0,1218,1
0,0,0,1220,1
2,1,2,1226,1
3,3,1,1223,1
0,0,0,1223,0
0,0,0,1221,0
0,0,0,1219,0
0,0,0,1219,0
2,1,2,1224,1
0,0,0,1223,0
1,1,2,1221,1
0,0,0,1219,0
0,0,0,1219,0
2,1,2,1221,1
0,0,0,1218,0
0,0,0,1217,0
0,0,0,1215,1
0,0,0,1216,1
0,0,0,1218,0
2,1,2,1223,1
0,0,0,1221,0
0,0,0,1222,0
1,1,2,1217,0
0,0,0,1217,0
0,0,0,1214,1
0,0,0,1216,1
0,0,0,1216,1
2,1,1,1219,0
0,0,0,1214,1
2,1,1,1218,0
0,0,0,1213,0
0,0,0,1215,1
0,0,0,1221,1
4,2,1,1209,0
0,0,0,1219,1
0,0,0,1216,1
0,0,0,1218,1
0,0,0,1216,1
0,0,0,1217,1
2,1,1,1216,0
0,0,0,1211,1
2,1,1,1215,0
0,0,0,1216,0
0,0,0,1216,1
0,0,0,1216,1
0,0,0,1217,1
0,0,0,1216,1
4,2,1,1212,0
0,0,0,1214,1
0,0,0,1217,1
0,0,0,1214,1
0,0,0,1214,1
0,0,0,1215,1
4,2,1,1214,0
0,0,0,1213,1
0,0,0,1214,1
0,0,0,1217,1
0,0,0,1214,1
2,1,2,1219,1
0,0,0,1218,0
0,0,0,1220,0
0,0,0,1216,0
0,0,0,1216,0
0,0,0,1216,0
2,1,2,1217,1
0,0,0,1218,0
0,0,0,1217,0
2,1,2,1216,0
0,0,0,1217,0
2,1,2,1222,1
0,0,0,1219,0
0,0,0,1218,0
0,0,0,1219,0
0,0,0,1221,0
1,1,2,1219,1
0,0,0,1219,0
2,1,1,1216,0
0,0,0,1217,0
0,0,0,1214,1
0,0,0,1216,1
0,0,0,1216,1
0,0,0,1213,1
0,0,0,1216,1
0,0,0,1215,1
2,1,2,1218,0
1,1,2,1213,0
0,0,0,1217,0
0,0,0,1214,1
0,0,0,1212,1
0,0,0,1214,1
0,0,0,1205,1
0,0,0,1205,1
0,0,0,1216,1
0,0,0,1209,1
0,0,0,1210,1
0,0,0,1202,1
0,0,0,1206,1
2,1,1,1204,0
0,0,0,1207,1
2,1,1,1207,0
0,0,0,1206,0
0,0,0,1203,1
0,0,0,1211,1
0,0,0,1203,1
0,0,0,1206,1
4,2,1,1205,0
0,0,0,1203,1
0,0,0,1204,1
0,0,0,1207,1
0,0,0,1212,1
0,0,0,1207,1
2,1,1,1210,1
0,0,0,1212,0
0,0,0,1207,0
0,0,0,1210,0
5,4,1,1206,1
0,0,0,1200,0
2,1,2,1210,1
0,0,0,1211,0
0,0,0,1207,0
0,0,0,1205,1
0,0,0,1202,1
0,0,0,1205,1
0,0,0,1202,1
0,0,0,1203,1
0,0,0,1205,1
5,4,1,1200,0
0,0,0,1203,1
0,0,0,1202,1
0,0,0,1205,1
0,0,0,1202,1
0,0,0,1201,1
0,0,0,1199,1
0,0,0,1205,1
1,1,2,1205,0
0,0,0,1203,1
0,0,0,1200,1
0,0,0,1206,1
0,0,0,1201,1
0,0,0,1204,1
3,3,1,1202,0
0,0,0,1233,1
0,0,0,1201,1
0,0,0,1205,1
0,0,0,1203,1
0,0,0,1203,1
0,0,0,1205,1
0,0,0,1203,1
2,1,1,1200,0
0,0,0,1203,1
2,1,1,1202,0
0,0,0,1200,0
0,0,0,1206,0
0,0,0,1206,0
0,0,0,1208,0
0,0,0,1206,0
2,1,1,1202,0
0,0,0,1210,0
0,0,0,1200,1
0,0,0,1214,1
2,1,1,1207,1
0,0,0,1200,1
2,1,2,1205,1
0,0,0,1180,0
0,0,0,1205,0
0,0,0,1200,0
0,0,0,1208,0
0,0,0,1209,0
2,1,2,1211,1
0,0,0,1219,0
0,0,0,1209,0
0,0,0,1338,0
0,0,0,1207,0
0,0,0,1211,0
2,1,2,1206,1
0,0,0,1207,0
4,2,1,1203,0
0,0,0,1200,1
0,0,0,1202,1
0,0,0,1202,1
0,0,0,1201,1
0,0,0,1203,1
0,0,0,1200,1
0,0,0,1200,1
2,1,1,1205,0
0,0,0,1207,0
0,0,0,1203,1
0,0,0,1201,1
0,0,0,1201,1
0,0,0,1209,1
2,1,1,1205,0
0,0,0,1210,0
0,0,0,1207,1
0,0,0,1203,1
0,0,0,1202,1
0,0,0,1204,1
3,3,1,1202,0
0,0,0,1201,1
0,0,0,1205,1
0,0,0,1204,1
0,0,0,1205,1
0,0,0,1203,1
0,0,0,1204,1
0,0,0,1207,1
2,1,1,1203,0
0,0,0,1200,1
2,1,1,1202,0
0,0,0,1206,0
0,0,0,1202,1
0,0,0,1207,1
0,0,0,1203,1
0,0,0,1208,1
0,0,0,1205,1
0,0,0,1202,1
3,3,1,1200,0
0,0,0,1205,1
2,1,2,1207,1
0,0,0,1211,0
0,0,0,1200,1
0,0,0,1225,1
0,0,0,1206,1
0,0,0,1205,1
0,0,0,1204,1
0,0,0,1201,1
1,1,2,1202,0
0,0,0,1201,1
0,0,0,1202,1
0,0,0,1208,1
0,0,0,1203,1
0,0,0,1203,1
0,0,0,1205,1
0,0,0,1203,1
0,0,0,1206,1
0,0,0,1202,1
0,0,0,1202,1
1,1,2,1211,1
0,0,0,1200,1
2,1,2,1210,1
0,0,0,1209,0
0,0,0,1207,0
0,0,0,1216,0
0,0,0,1211,0
0,0,0,1203,1
0,0,0,1205,1
0,0,0,1200,1
0,0,0,1201,1
0,0,0,1207,1
3,3,1,1202,0
0,0,0,1200,1
2,1,2,1216,1
0,0,0,1212,0
0,0,0,1213,0
0,0,0,1205,1
0,0,0,1212,1
2,1,1,1207,0
0,0,0,1204,1
2,1,1,1206,0
0,0,0,1210,0
0,0,0,1219,1
0,0,0,1208,1
0,0,0,1210,1
0,0,0,1208,1
1,1,2,1203,0
0,0,0,1206,1
2,1,1,1206,0
0,0,0,1214,0
0,0,0,1202,1
0,0,0,1210,1
0,0,0,1207,1
0,0,0,1023,0
0,0,0,450,1
0,0,0,117,1
0,0,0,117,1
0,0,0,119,1
0,0,0,115,1
2,1,2,133,1
0,0,0,137,0
0,0,0,131,0
0,0,0,131,0
0,0,0,135,0
0,0,0,134,0
2,1,2,135,1
0,0,0,137,0
4,2,1,121,0
0,0,0,117,1
0,0,0,121,1
0,0,0,119,1
0,0,0,119,1
0,0,0,123,1
0,0,0,127,1
0,0,0,123,1
0,0,0,123,1
0,0,0,118,1
0,0,0,125,1
3,3,1,121,0
0,0,0,122,1
0,0,0,122,1
0,0,0,123,1
0,0,0,122,1
0,0,0,124,1
0,0,0,122,1
0,0,0,123,1
0,0,0,124,1
0,0,0,123,1
4,2,1,137,1
0,0,0,121,1
2,1,2,139,1
0,0,0,133,0
0,0,0,139,0
0,0,0,138,0
0,0,0,137,0
0,0,0,129,0
2,1,2,134,1
4,2,1,137,1
0,0,0,137,0
0,0,0,138,0
0,0,0,138,0
3,3,1,123,0
0,0,0,121,1
0,0,0,122,1
0,0,0,123,1
0,0,0,125,1
0,0,0,124,1
0,0,0,126,1
0,0,0,125,1
0,0,0,128,1
0,0,0,124,1
0,0,0,128,1
0,0,0,127,1
0,0,0,126,1
0,0,0,128,1
2,1,1,124,0
0,0,0,123,1
2,1,1,126,0
0,0,0,122,0
0,0,0,123,1
0,0,0,122,1
0,0,0,123,1
0,0,0,124,1
2,1,1,123,0
0,0,0,137,0
0,0,0,121,1
0,0,0,141,0
0,0,0,139,0
0,0,0,137,0
5,4,1,250,0
0,0,0,125,1
2,1,2,1307,1
0,0,0,1638,0
0,0,0,1323,0
0,0,0,1333,0
0,0,0,1354,0
0,0,0,1298,0
2,1,2,1123,1
2,1,2,1239,1
0,0,0,1290,0
0,0,0,1233,0
0,0,0,1200,0
2,1,2,1255,1
0,0,0,1297,0
0,0,0,1245,0
0,0,0,1219,0
0,0,0,1212,0
0,0,0,1249,0
2,1,2,1071,1
0,0,0,1206,0
0,0,0,1039,0
0,0,0,999,0
0,0,0,1106,0
0,0,0,1114,0
2,1,2,955,1
0,0,0,1145,0
0,0,0,957,0
0,0,0,1181,0
0,0,0,999,0
0,0,0,1100,0
2,1,2,1161,1
0,0,0,1232,0
0,0,0,1105,1
0,0,0,1081,0
0,0,0,1110,1
0,0,0,1090,0
0,0,0,1072,1
0,0,0,1072,1
0,0,0,1055,1
0,0,0,1058,1
0,0,0,1062,1
1,1,2,1057,0
0,0,0,1059,1
0,0,0,1059,1
0,0,0,1050,1
0,0,0,1054,1
0,0,0,1058,1
4,2,1,1046,0
0,0,0,1050,1
0,0,0,1042,1
0,0,0,1043,1
0,0,0,1044,1
0,0,0,1044,1
0,0,0,1048,1
0,0,0,1047,1
0,0,0,1043,1
0,0,0,1050,1
0,0,0,1054,1
0,0,0,1055,1
0,0,0,1055,1
0,0,0,1051,1
1,1,2,1047,0
0,0,0,1045,1
0,0,0,1042,1
0,0,0,1045,1
2,1,2,1050,1
0,0,0,1059,0
0,0,0,1053,0
0,0,0,1047,0
0,0,0,1051,0
0,0,0,1050,0
2,1,1,1040,0
0,0,0,1049,0
0,0,0,1039,1
0,0,0,1037,1
0,0,0,1040,1
0,0,0,1037,1
2,1,1,1035,0
0,0,0,1033,1
2,1,1,1037,0
0,0,0,1034,0
0,0,0,1033,1
0,0,0,1038,1
0,0,0,1039,0
0,0,0,1035,0
2,1,2,1038,1
0,0,0,1036,0
2,1,1,1021,0
0,0,0,1037,0
0,0,0,1023,0
0,0,0,1021,1
0,0,0,1019,1
2,1,2,1039,1
0,0,0,1040,0
0,0,0,1036,0
0,0,0,1040,0
0,0,0,1040,0
0,0,0,1039,0
2,1,1,1034,0
1,1,2,1037,1
0,0,0,1040,0
0,0,0,1040,0
0,0,0,1041,0
2,1,1,1023,0
5,4,1,944,0
0,0,0,1040,0
0,0,0,950,1
0,0,0,935,1
0,0,0,933,1
0,0,0,938,1
0,0,0,930,1
2,1,2,939,1
0,0,0,941,0
0,0,0,924,1
0,0,0,925,0
0,0,0,935,0
0,0,0,941,0
2,1,2,939,1
0,0,0,942,0
0,0,0,938,0
0,0,0,925,0
0,0,0,933,0
0,0,0,938,0
2,1,1,913,0
4,2,1,997,0
0,0,0,911,0
0,0,0,998,1
0,0,0,976,1
0,0,0,985,1
0,0,0,990,1
0,0,0,987,1
0,0,0,979,1
0,0,0,967,1
0,0,0,967,1
0,0,0,973,1
2,1,1,972,0
0,0,0,978,0
0,0,0,963,1
0,0,0,965,1
0,0,0,967,1
0,0,0,958,1
0,0,0,970,1
0,0,0,987,1
0,0,0,1013,1
0,0,0,1008,1
0,0,0,1008,1
0,0,0,1009,1
0,0,0,1012,1
0,0,0,1019,1
0,0,0,1019,1
5,4,1,998,0
0,0,0,1009,1
0,0,0,1011,1
0,0,0,997,1
0,0,0,1005,1
0,0,0,1005,1
5,4,1,1002,0
0,0,0,998,1
0,0,0,1003,1
0,0,0,992,1
0,0,0,1006,1
0,0,0,1004,1
0,0,0,1001,1
4,2,1,994,0
0,0,0,996,1
0,0,0,992,1
0,0,0,1002,1
0,0,0,1006,1
0,0,0,1006,1
0,0,0,998,1
0,0,0,994,1
3,3,1,999,1
0,0,0,990,1
0,0,0,997,1
0,0,0,1002,1
0,0,0,1002,1
2,1,1,1002,0
3,3,1,993,0
0,0,0,1007,0
0,0,0,1003,1
0,0,0,1010,1
0,0,0,1002,1
0,0,0,1003,1
1,1,1,995,0
0,0,0,994,1
1,1,1,994,0
0,0,0,4095,1
0,0,0,1007,1
0,0,0,1002,1
0,0,0,997,1
0,0,0,998,1
0,0,0,983,1
0,0,0,1004,1
0,0,0,1003,1
0,0,0,999,1
0,0,0,1002,1
2,1,2,1008,1
0,0,0,1009,0
0,0,0,1008,0
0,0,0,1006,1
0,0,0,1007,1
0,0,0,1008,1
0,0,0,1005,1
0,0,0,1004,1
0,0,0,996,1
2,1,2,1005,1
0,0,0,997,0
0,0,0,1002,0
0,0,0,1007,0
0,0,0,1002,0
0,0,0,1008,0
0,0,0,1000,1
0,0,0,988,1
0,0,0,1006,1
0,0,0,997,1
3,3,1,1005,0
0,0,0,976,1
0,0,0,981,1
0,0,0,969,1
0,0,0,978,1
0,0,0,986,1
0,0,0,997,1
0,0,0,999,1
0,0,0,992,1
0,0,0,991,1
0,0,0,995,1
0,0,0,996,1
2,1,2,1066,1
0,0,0,1043,1
0,0,0,1049,1
0,0,0,1047,1
0,0,0,1053,1
0,0,0,1059,1
0,0,0,1057,1
0,0,0,1047,1
0,0,0,1040,1
2,1,1,1045,0
0,0,0,1052,1
2,1,1,1019,0
0,0,0,1018,0
0,0,0,1021,1
0,0,0,1013,1
0,0,0,1009,1
0,0,0,1023,1
0,0,0,1015,1
0,0,0,1020,1
5,4,1,1010,0
0,0,0,1008,1
0,0,0,1014,1
0,0,0,1014,1
0,0,0,1009,1
2,1,1,1105,0
0,0,0,1037,1
2,1,1,1002,0
0,0,0,1008,0
0,0,0,1005,1
0,0,0,1002,1
0,0,0,1001,1
0,0,0,1008,1
0,0,0,1010,1
0,0,0,1014,1
0,0,0,1008,1
1,1,1,1003,0
0,0,0,1002,1
1,1,2,1009,1
0,0,0,4095,1
2,1,2,999,1
0,0,0,1004,0
0,0,0,999,0
0,0,0,998,0
0,0,0,998,0
0,0,0,1002,0
3,3,1,994,0
0,0,0,995,1
0,0,0,994,1
0,0,0,992,1
0,0,0,991,1
0,0,0,992,1
0,0,0,990,1
0,0,0,998,1
0,0,0,953,1
0,0,0,995,1
0,0,0,1006,1
0,0,0,993,1
0,0,0,990,1
0,0,0,989,1
0,0,0,987,1
0,0,0,992,1
0,0,0,1008,1
0,0,0,991,1
0,0,0,993,1
0,0,0,989,1
0,0,0,991,1
0,0,0,989,1
0,0,0,985,1
2,1,2,979,1
4,2,1,977,1
0,0,0,982,0
0,0,0,976,0
0,0,0,976,0
0,0,0,976,0
2,1,2,989,1
2,1,2,982,1
0,0,0,976,0
0,0,0,976,0
0,0,0,1004,0
3,3,1,1008,1
0,0,0,985,1
2,1,2,990,1
0,0,0,969,0
0,0,0,994,0
0,0,0,978,0
0,0,0,986,0
0,0,0,983,0
2,1,2,971,1
0,0,0,973,0
0,0,0,986,0
3,3,1,986,1
0,0,0,967,0
0,0,0,1005,0
2,1,2,989,1
0,0,0,1008,0
0,0,0,985,0
0,0,0,978,0
0,0,0,999,0
5,4,1,1037,1
0,0,0,918,0
2,1,1,1008,0
0,0,0,1022,0
0,0,0,960,0
0,0,0,986,1
2,1,1,965,1
0,0,0,958,0
2,1,2,948,1
0,0,0,944,0
0,0,0,961,1
0,0,0,969,1
0,0,0,953,1
0,0,0,959,1
0,0,0,950,1
0,0,0,971,1
5,4,1,1006,0
0,0,0,991,1
2,1,1,993,1
0,0,0,998,0
0,0,0,966,1
0,0,0,973,1
0,0,0,974,1
0,0,0,976,1
0,0,0,969,1
2,1,1,970,0
0,0,0,993,0
0,0,0,987,1
0,0,0,970,1
0,0,0,971,1
0,0,0,970,1
4,2,1,1022,0
0,0,0,995,1
0,0,0,1010,1
0,0,0,976,1
0,0,0,999,1
0,0,0,1006,1
0,0,0,1015,1
0,0,0,1001,1
0,0,0,1008,1
0,0,0,1006,1
0,0,0,1008,1
0,0,0,989,1
3,3,1,1023,0
0,0,0,1005,1
0,0,0,1041,1
0,0,0,990,1
0,0,0,1040,1
0,0,0,1046,1
0,0,0,1046,1
0,0,0,1037,1
2,1,2,989,1
0,0,0,983,0
0,0,0,981,0
0,0,0,994,0
0,0,0,987,0
0,0,0,985,0
2,1,2,981,1
0,0,0,982,0
0,0,0,976,0
1,1,1,969,0
0,0,0,976,0
1,1,1,976,1
2,1,2,967,1
0,0,0,4095,0
0,0,0,986,0
0,0,0,971,0
0,0,0,961,0
0,0,0,966,0
2,1,2,959,0
5,4,1,957,0
0,0,0,958,0
0,0,0,956,1
0,0,0,955,1
0,0,0,965,0
2,1,2,970,1
0,0,0,969,0
0,0,0,966,1
0,0,0,964,1
0,0,0,975,0
2,1,1,1022,0
0,0,0,972,0
0,0,0,974,1
0,0,0,992,1
0,0,0,970,1
0,0,0,972,1
0,0,0,974,1
0,0,0,973,1
0,0,0,1009,1
2,1,1,972,0
0,0,0,989,1
2,1,2,956,1
0,0,0,953,0
0,0,0,954,0
0,0,0,1008,0
0,0,0,960,0
0,0,0,1022,0
2,1,2,1013,1
5,4,1,1005,0
0,0,0,1012,0
0,0,0,992,1
0,0,0,1007,1
0,0,0,1002,1
0,0,0,1003,1
0,0,0,1008,1
0,0,0,1021,1
0,0,0,1018,1
0,0,0,1019,1
5,4,1,1034,0
0,0,0,1040,1
0,0,0,1023,1
0,0,0,1018,1
0,0,0,1019,1
0,0,0,1018,1
0,0,0,1019,1
0,0,0,1015,1
0,0,0,1013,1
0,0,0,1035,1
0,0,0,1036,1
3,3,1,1023,0
0,0,0,1021,1
0,0,0,1013,1
0,0,0,1013,1
0,0,0,953,1
0,0,0,956,1
4,2,1,976,0
0,0,0,960,1
0,0,0,962,1
0,0,0,958,1
0,0,0,962,1
0,0,0,962,1
0,0,0,961,1
0,0,0,959,1
0,0,0,955,1
0,0,0,959,1
0,0,0,963,1
0,0,0,951,1
0,0,0,956,1
0,0,0,954,1
0,0,0,967,1
0,0,0,963,1
0,0,0,967,1
0,0,0,959,1
0,0,0,961,1
0,0,0,960,1
0,0,0,959,1
0,0,0,948,1
3,3,1,958,0
0,0,0,955,1
0,0,0,954,1
0,0,0,955,1
0,0,0,960,1
2,1,1,955,0
0,0,0,963,0
0,0,0,945,1
0,0,0,961,0
0,0,0,962,0
0,0,0,955,0
5,4,1,959,0
0,0,0,960,1
2,1,2,957,1
0,0,0,964,0
0,0,0,960,0
0,0,0,995,0
2,1,2,970,1
0,0,0,964,0
2,1,2,970,1
0,0,0,975,0
0,0,0,967,0
0,0,0,963,0
0,0,0,972,0
2,1,1,963,0
0,0,0,967,0
0,0,0,963,1
0,0,0,966,1
0,0,0,967,1
0,0,0,960,1
0,0,0,960,1
0,0,0,960,1
0,0,0,959,1
3,3,1,972,0
0,0,0,966,1
0,0,0,976,1
0,0,0,976,1
0,0,0,971,1
0,0,0,970,1
0,0,0,966,1
0,0,0,971,1
0,0,0,971,1
0,0,0,976,1
0,0,0,990,1
0,0,0,978,1
0,0,0,993,1
0,0,0,993,1
0,0,0,992,1
0,0,0,992,1
5,4,1,994,0
0,0,0,991,1
0,0,0,989,1
0,0,0,992,1
0,0,0,996,1
0,0,0,991,1
0,0,0,992,1
2,1,2,1005,1
0,0,0,1001,0
0,0,0,990,1
0,0,0,994,1
0,0,0,996,1
0,0,0,995,1
0,0,0,993,1
0,0,0,1002,1
2,1,2,1008,1
0,0,0,1003,0
0,0,0,1006,0
2,1,1,994,0
0,0,0,996,1
0,0,0,997,0
0,0,0,1001,1
0,0,0,999,1
0,0,0,997,1
0,0,0,1001,1
2,1,2,1006,1
0,0,0,992,0
0,0,0,999,1
0,0,0,1005,1
0,0,0,994,1
0,0,0,997,1
0,0,0,996,1
2,1,2,1002,1
0,0,0,1005,0
0,0,0,996,1
0,0,0,997,1
0,0,0,997,1
0,0,0,997,1
0,0,0,996,1
0,0,0,995,1
0,0,0,995,1
2,1,2,1008,1
0,0,0,1006,0
0,0,0,1001,1
0,0,0,1005,1
0,0,0,1002,1
0,0,0,1001,1
4,2,1,996,0
0,0,0,1002,1
0,0,0,999,1
0,0,0,996,1
